iter	Passed	Remaining
482	590	632
483	592	631
484	593	630
485	594	628
486	595	627
487	597	626
488	598	624
489	598	623
490	599	621
491	600	620
492	601	618
493	602	617
494	603	615
495	604	613
496	604	612
497	605	610
498	606	609
499	607	607
500	609	606
501	610	605
502	611	604
503	612	602
504	613	601
505	614	599
506	615	598
507	616	596
508	617	595
509	618	593
510	618	592
511	619	590
512	621	589
513	622	588
514	623	587
515	624	585
516	625	584
517	626	582
518	627	581
519	628	579
520	628	578
521	629	576
522	630	575
523	631	573
524	632	572
525	634	571
526	635	570
527	636	569
528	637	567
529	638	566
530	639	564
531	640	563
532	641	561
533	641	560
534	642	558
535	643	557
536	644	555
537	645	554
538	647	553
539	648	552
540	649	550
541	650	549
542	651	547
543	652	546
544	652	544
545	653	543
546	654	542
547	655	540
548	656	539
549	657	537
550	658	536
551	660	535
552	661	534
553	662	533
554	663	531
555	664	530
556	665	529
557	666	527
558	667	526
559	668	524
560	668	523
561	670	522
562	670	520
563	672	519
564	673	518
565	674	517
566	675	516
567	676	514
568	677	513
569	678	511
570	679	510
571	680	509
572	681	508
573	682	506
574	683	505
575	685	504
576	686	503
577	687	501
578	688	500
579	689	499
580	690	497
581	691	496
582	692	495
583	693	494
584	694	492
585	695	491
586	696	489
587	698	489
588	699	488
589	700	486
590	701	485
591	702	484
592	703	482
593	704	481
594	705	480
595	706	478
596	707	477
597	708	476
598	709	475
599	711	474
600	712	472
601	713	471
602	714	470
603	715	468
604	716	467
605	717	466
606	718	465
607	719	463
608	720	462
609	720	460
610	721	459
611	723	458
612	725	457
613	726	456
614	727	455
615	728	453
616	729	452
617	730	451
618	731	450
619	732	448
620	733	447
621	734	446
622	735	445
623	737	444
624	738	443
625	739	441
626	740	440
627	741	439
628	742	438
629	743	436
630	744	435
631	745	434
632	746	432
633	747	431
634	749	430
635	750	429
636	751	428
637	752	427
638	754	425
639	755	424
640	756	423
641	757	422
642	758	420
643	759	419
644	760	418
645	761	417
646	763	416
647	764	415
648	765	414
649	766	412
650	767	411
651	768	410
652	769	409
653	770	407
654	771	406
655	772	405
656	774	404
657	776	403
658	777	402
659	778	401
660	779	399
661	780	398
662	781	397
663	782	396
664	783	394
665	785	393
666	786	392
667	787	391
668	789	390
669	790	389
670	791	388
671	792	386
672	793	385
673	794	384
674	795	383
675	796	381
676	797	380
677	798	379
678	800	378
679	801	377
680	802	376
681	803	374
682	804	373
683	806	372
684	807	371
685	808	370
686	809	368
687	810	367
688	811	366
689	813	365
690	815	364
691	816	363
692	817	362
693	818	360
694	819	359
695	820	358
696	821	357
697	822	355
698	823	354
699	824	353
700	826	352
701	828	351
702	829	350
703	830	349
704	831	348
705	832	346
706	834	345
707	835	344
708	836	343
709	837	342
710	839	341
711	841	340
712	842	339
713	843	337
714	844	336
715	845	335
716	846	334
717	848	333
718	849	331
719	850	330
720	852	329
721	853	328
722	854	327
723	855	326
724	856	324
725	857	323
726	859	322
727	860	321
728	861	320
729	862	318
730	863	317
731	865	316
732	867	315
733	868	314
734	869	313
735	870	312
736	871	311
737	872	309
738	873	308
739	875	307
740	876	306
741	878	305
742	879	304
743	880	303
744	882	301
745	883	300
746	884	299
747	885	298
748	886	297
749	888	296
750	889	294
751	891	293
752	892	292
753	893	291
754	894	290
755	896	289
756	897	288
757	899	287
758	900	285
759	901	284
760	903	283
761	905	282
762	906	281
763	907	280
764	908	279
765	909	277
766	911	276
767	912	275
768	914	274
769	915	273
770	917	272
771	919	271
772	920	270
773	922	269
774	923	268
775	924	266
776	925	265
777	926	264
778	928	263
779	930	262
780	931	261
781	933	260
782	934	258
783	935	257
784	936	256
785	937	255
786	939	254
787	940	253
788	942	252
789	943	250
790	945	249
791	946	248
792	948	247
793	949	246
794	950	245
795	952	243
796	953	242
797	955	241
798	957	240
799	958	239
800	959	238
801	960	237
802	962	236
803	963	234
804	964	233
805	965	232
806	967	231
807	969	230
808	970	229
809	972	228
810	973	226
811	974	225
812	976	224
813	977	223
814	978	222
815	980	221
816	982	220
817	984	218
818	985	217
819	986	216
820	987	215
821	989	214
822	990	213
823	991	211
824	992	210
825	994	209
826	996	208
827	997	207
828	998	206
829	1000	204
830	1001	203
831	1002	202
832	1003	201
833	1004	200
834	1007	199
835	1008	197
836	1009	196
837	1011	195
838	1012	194
839	1013	193
840	1014	191
841	1015	190
842	1017	189
843	1019	188
844	1021	187
845	1022	186
846	1024	184
847	1025	183
848	1026	182
849	1027	181
850	1028	180
851	1030	178
852	1032	177
853	1034	176
854	1036	175
855	1037	174
856	1038	173
857	1040	172
858	1041	171
859	1043	169
860	1045	168
861	1047	167
862	1048	166
863	1049	165
864	1050	163
865	1051	162
866	1053	161
867	1054	160
868	1055	159
869	1057	158
870	1059	156
871	1060	155
872	1062	154
873	1063	153
874	1064	152
875	1065	150
876	1067	149
877	1068	148
878	1071	147
879	1072	146
880	1074	145
881	1075	143
882	1076	142
883	1077	141
884	1078	140
885	1080	138
886	1081	137
887	1083	136
888	1085	135
889	1086	134
890	1087	133
891	1088	131
892	1090	130
893	1091	129
894	1092	128
895	1094	127
896	1096	125
897	1098	124
898	1099	123
899	1100	122
900	1102	121
901	1103	119
902	1104	118
903	1105	117
904	1107	116
905	1109	115
906	1111	113
907	1112	112
908	1114	111
909	1115	110
910	1116	109
911	1117	107
912	1119	106
913	1120	105
914	1122	104
915	1124	103
916	1125	101
917	1126	100
918	1128	99
919	1129	98
920	1130	97
921	1132	95
922	1134	94
923	1135	93
924	1137	92
925	1138	90
926	1139	89
927	1141	88
928	1142	87
929	1143	86
930	1145	84
931	1147	83
932	1149	82
933	1150	81
934	1151	80
935	1153	78
936	1154	77
937	1156	76
938	1157	75
939	1158	73
940	1160	72
941	1162	71
942	1163	70
943	1165	69
944	1166	67
945	1168	66
946	1169	65
947	1170	64
948	1172	63
949	1174	61
950	1176	60
951	1177	59
952	1178	58
953	1180	56
954	1181	55
955	1182	54
956	1183	53
957	1185	51
958	1188	50
959	1189	49
960	1190	48
961	1192	47
962	1193	45
963	1194	44
964	1196	43
965	1197	42
966	1199	40
967	1201	39
968	1202	38
969	1204	37
970	1205	35
971	1206	34
972	1207	33
973	1209	32
974	1210	31
975	1212	29
976	1214	28
977	1215	27
978	1216	26
979	1217	24
980	1219	23
981	1220	22
982	1221	21
983	1223	19
984	1226	18
985	1228	17
986	1230	16
987	1231	14
988	1233	13
989	1234	12
990	1235	11
991	1238	9
992	1240	8
993	1242	7
994	1243	6
995	1245	5
996	1246	3
997	1250	2
998	1251	1
999	1253	0
